Profession,Openness,Conscientousness,Extraversion,Agreeableness,Emotional_Range,Conversation,Openness to Change,Hedonism,Self-enhancement,Self-transcendence
1,0.83506847,0.212939793,0.178573286,0.056049484,0.454020984,0.011637257,0.58553924,0.21282864,0.360319828,0.262867748
1,0.890971055,0.029657526,0.09251692,0.013211481,0.147286421,0.014796228,0.629202784,0.282178883,0.384960386,0.256245052
1,0.884683552,0.639713087,0.5422748,0.223576136,0.517977209,0.205192294,0.719475387,0.130678375,0.349602938,0.370574503
1,0.896611631,0.114436979,0.061779884,0.015515024,0.393223255,0.004876988,0.564718613,0.175676268,0.391766874,0.292177114
1,0.963642755,0.61734886,0.403638936,0.114633893,0.526344905,0.032208231,0.666863494,0.081014641,0.372734647,0.250472805
1,0.887180848,0.675800476,0.174330008,0.692091033,0.78448069,0.10450757,0.282547839,0.007709245,0.008443969,0.41500292
1,0.532761022,0.299117049,0.063361684,0.023564344,0.63739906,0.184563875,0.188279628,0.16188178,0.38906596,0.137214548
1,0.85266797,0.393729041,0.253116795,0.041435689,0.739630923,0.053181709,0.589904105,0.153181949,0.792543342,0.151319865
1,0.768545769,0.20087392,0.312416008,0.003416489,0.76963721,0.003702378,0.441234635,0.172065216,0.354018435,0.070348252
1,0.803071256,0.010929517,0.074108127,0.000351014,0.270588645,0.001557017,0.663763645,0.254273694,0.520300857,0.297940862
1,0.886394034,0.519700551,0.452895707,0.347814454,0.756314225,0.049764696,0.388915779,0.077169062,0.22081565,0.223898068
1,0.766866869,0.340528588,0.374804582,0.065773117,0.414936209,0.185466698,0.642554719,0.10812113,0.637702332,0.345667296
1,0.917714605,0.040553656,0.115684297,0.008439219,0.402625024,0.001315147,0.296052328,0.167317283,0.203100954,0.250861318
1,0.747586202,0.396635731,0.112893716,0.036117714,0.67591263,0.040411161,0.476376921,0.084036382,0.267833938,0.144009802
1,0.714757791,0.105825167,0.059588586,0.062763763,0.242415419,0.057396074,0.526785874,0.379956387,0.615600173,0.402323264
1,0.73663784,0.037710128,0.022805904,0.018712646,0.418233049,0.037757227,0.365585566,0.193578005,0.517324915,0.222368936
1,0.906830414,0.02526777,0.074268637,0.001179644,0.30246555,0.000697577,0.47222037,0.120368928,0.303620388,0.076595716
1,0.881009537,0.052051395,0.144902497,0.001031968,0.466890842,0.000787874,0.645935837,0.15228961,0.301549544,0.222290575
1,0.843356019,0.299569172,0.286157749,0.150277169,0.579565021,0.038089643,0.380889131,0.285754876,0.415699049,0.237559449
1,0.801434367,0.182611197,0.02371614,0.011339114,0.65792203,0.010384499,0.265879305,0.099644705,0.216828039,0.118120184
1,0.796160885,0.15891215,0.036093738,0.000761691,0.538915241,0.077763894,0.112909346,0.080954501,0.027169053,0.17646837
1,0.558834418,0.07156806,0.109748938,0.054027648,0.433926267,0.030434251,0.608909395,0.451044583,0.600559219,0.263633022
1,0.965811003,0.175253877,0.08420377,0.012786759,0.378564245,0.005252478,0.634174964,0.104856469,0.185432284,0.283390477
1,0.897615205,0.530208479,0.252188757,0.020950123,0.787343993,0.015813551,0.345270885,0.04507482,0.23388122,0.258793885
1,0.636975584,0.616839878,0.02263533,0.025763388,0.659462975,0.202133609,0.142596816,0.253144847,0.173692823,0.114066137
1,0.93553486,0.077069049,0.111067478,0.000687491,0.504323789,0.002945542,0.37962353,0.174098098,0.427932212,0.119263554
1,0.830855155,0.268592335,0.161684845,0.000176801,0.867303735,0.011678587,0.387607155,0.045239146,0.176713952,0.26403662
1,0.780156684,0.086405458,0.172167336,0.010975894,0.603731491,0.050964026,0.293594389,0.348856227,0.496216331,0.221369635
1,0.904202307,0.040214593,0.1380686,0.014804159,0.193882144,0.009863941,0.793414703,0.318836561,0.633985088,0.29510321
1,0.641993119,0.187466846,0.045925356,0.156800868,0.481742487,0.027456815,0.138105698,0.137257311,0.129517312,0.119217357
1,0.770777277,0.13780424,0.082406078,0.022431978,0.244049701,0.037655371,0.641597706,0.226784256,0.52687948,0.217541574
1,0.911545784,0.086629175,0.109639299,0.001949002,0.503187088,0.00054427,0.39276001,0.107930492,0.298988922,0.109027062
1,0.936157228,0.206826726,0.095519077,0.030570529,0.45238634,0.005511609,0.508547818,0.086260313,0.278132091,0.161184873
1,0.922492095,0.292385592,0.311265614,0.165704013,0.439731115,0.013144096,0.401061464,0.088705779,0.336979495,0.1513207
1,0.89849774,0.395354111,0.130231607,0.00040121,0.768888583,0.004326698,0.330474287,0.075158537,0.22612862,0.216362432
1,0.711755921,0.086553804,0.075976455,0.001935109,0.436490065,0.013119582,0.399580022,0.161110789,0.333332236,0.134457563
1,0.85951307,0.258800405,0.396412537,0.589030329,0.36343842,0.052688575,0.615537374,0.233735828,0.606962094,0.473244758
1,0.933546239,0.055436605,0.160845568,0.009621228,0.290911835,0.000867186,0.672855028,0.169135464,0.293083752,0.22331509
1,0.920104113,0.179497088,0.696450232,0.02139576,0.532393946,0.009354844,0.614991676,0.377399061,0.587701649,0.225248223
1,0.823749883,0.046911901,0.006085745,0.005118066,0.436939719,0.005281085,0.37803069,0.130798917,0.209132127,0.20710763
1,0.871459285,0.18164827,0.026342543,0.035023937,0.43411388,0.007969376,0.477761836,0.110883165,0.279534407,0.271154886
1,0.919995349,0.365656402,0.174430931,0.000199248,0.883314045,0.002163646,0.329413244,0.02414783,0.054073199,0.141397786
1,0.863422673,0.202495068,0.365926648,0.019480837,0.446671877,0.001256605,0.737361999,0.068237706,0.253245434,0.168655096
1,0.913227334,0.293645735,0.23745878,0.196272335,0.631883695,0.032201408,0.37121973,0.141809622,0.25928996,0.274287637
1,0.780904146,0.042466698,0.260193746,0.149978588,0.262288045,0.00765056,0.593692101,0.493560274,0.557837161,0.620883225
1,0.706972312,0.317375609,0.053725801,0.003256799,0.796399175,0.019581224,0.287223116,0.08105334,0.058213647,0.381159664
1,0.848260354,0.060118405,0.059224442,0.009301891,0.265056723,0.009295487,0.466703081,0.135976666,0.439588259,0.150584884
1,0.810915355,0.664561137,0.403755242,0.135530065,0.790313885,0.296506897,0.202414394,0.108786537,0.202125787,0.345989974
1,0.889165556,0.094678518,0.211441497,0.195740545,0.315965974,0.015376382,0.654207644,0.345004301,0.408532996,0.227011661
1,0.756259636,0.191240859,0.057986246,0.053079127,0.405937037,0.113434973,0.457822715,0.145655668,0.435656073,0.179026019
1,0.844773397,0.151332271,0.01340714,0.000485054,0.737042487,0.029981076,0.228680171,0.059050412,0.195472354,0.078149315
1,0.681412006,0.015699615,0.015850321,0.020261276,0.115345887,0.044434541,0.581909602,0.289871762,0.536958816,0.141269085
1,0.88512664,0.211562249,0.381914852,0.112479831,0.55867023,0.004917267,0.732074288,0.246623087,0.463985068,0.309585573
1,0.568245777,0.70449754,0.731651904,0.453451411,0.485133399,0.715528751,0.404317354,0.289785982,0.193570775,0.732422111
1,0.806797526,0.023256104,0.045068738,0.03320358,0.228415708,0.004558124,0.643250912,0.224838846,0.496193349,0.363673206
1,0.783364565,0.578279507,0.108338047,0.08671399,0.846374077,0.050563999,0.258665571,0.066300626,0.125690326,0.117703272
1,0.780049497,0.044415746,0.109347331,0.201572414,0.070212949,0.011747813,0.762516517,0.498582544,0.467902002,0.450739985
1,0.895529992,0.132114742,0.074531955,0.008694743,0.623288945,0.004257712,0.53560302,0.203869119,0.448331908,0.121872292
1,0.907842611,0.647245118,0.453424748,0.479972826,0.575291743,0.121280351,0.619756737,0.116404882,0.298988121,0.324187939
1,0.578882928,0.276769813,0.432965546,0.34801905,0.319675755,0.169390906,0.745498971,0.286700391,0.686886809,0.463514121
1,0.827090759,0.089302056,0.143889141,0.028440705,0.559333217,0.00515194,0.34727275,0.111933594,0.166713975,0.140304697
1,0.755830473,0.469467323,0.185334412,0.268559046,0.497961948,0.031968546,0.397619064,0.091813754,0.159889352,0.180848448
1,0.857525118,0.341275512,0.148809786,0.234412542,0.439459686,0.044958914,0.604727214,0.173189747,0.442423716,0.278888256
1,0.928273722,0.36720657,0.444144301,0.134359618,0.687712641,0.039596481,0.27354013,0.093918886,0.148271212,0.15133451
1,0.808109748,0.363803027,0.396839644,0.265118708,0.67229417,0.027286782,0.415874916,0.097218792,0.1151207,0.233592295
1,0.951616072,0.360396698,0.573734748,0.194125263,0.654968351,0.036235683,0.916391784,0.3142074,0.220438253,0.425605996
1,0.8285505,0.463141924,0.19220048,0.13226311,0.618948883,0.072106399,0.21030715,0.102230801,0.205090808,0.166315111
1,0.995433336,0.465366603,0.71844461,0.15624511,0.047078521,0.001499137,0.799675565,0.030284732,0.133418537,0.226901261
1,0.913575028,0.207083384,0.208047898,0.02957207,0.60888519,0.0121182,0.193770484,0.037874358,0.228699093,0.214042442
1,0.826883743,0.107968789,0.091356713,0.002242915,0.583693142,0.011105948,0.463197773,0.202629932,0.291628831,0.102921811
1,0.825878565,0.188627315,0.096174443,0.006145297,0.557283884,0.003799405,0.212877029,0.047062642,0.155620082,0.116828106
1,0.740846933,0.271398236,0.137370006,0.249965445,0.524934944,0.05400731,0.672202928,0.251137544,0.411933444,0.315245206
1,0.871641386,0.058392331,0.198419872,0.006747125,0.494412873,0.002835029,0.603357945,0.157170204,0.359091213,0.271990459
1,0.882360885,0.124470409,0.070642243,0.013176593,0.532914455,0.007136773,0.589521904,0.140889201,0.506202959,0.169283536
1,0.494555318,0.438800236,0.102940484,0.107153843,0.031003985,0.113280308,0.737758572,0.608518835,0.226733511,0.249277011
1,0.788908077,0.108391537,0.265052879,0.023479735,0.531236567,0.006531696,0.345587131,0.248046229,0.487612574,0.16648418
1,0.541372953,0.219660665,0.182905428,0.030995566,0.430523016,0.007919101,0.281835672,0.06541195,0.247022382,0.08772809
1,0.97572135,0.094859409,0.184806311,0.013924277,0.429989009,0.000910818,0.575164117,0.098232233,0.201647775,0.125813174
1,0.937997984,0.198158199,0.202219347,0.024880718,0.483935139,0.006774935,0.538260158,0.117679276,0.393732897,0.222513453
1,0.308515095,0.775331836,0.061984965,0.001430176,0.96639821,0.275155912,0.078831317,0.053445151,0.139124788,0.07742431
1,0.754669513,0.108963768,0.255016731,0.031632244,0.406265628,0.027132149,0.571425138,0.233348504,0.499056158,0.229831075
1,0.864785761,0.321485316,0.09224426,0.072411073,0.536559235,0.026868851,0.663830521,0.27501035,0.398712995,0.362668617
1,0.931759305,0.149655596,0.560418389,0.046908207,0.415448506,0.005119022,0.330733865,0.208963511,0.465111691,0.149374817
1,0.986296422,0.07783293,0.173543641,0.023157736,0.357998117,0.001185068,0.607212362,0.155607341,0.302702259,0.230893424
1,0.882562714,0.209264604,0.269758252,0.106946581,0.694203744,0.015228793,0.421489782,0.206007606,0.233560543,0.193923209
1,0.802480501,0.071931691,0.268087505,0.052309869,0.412545957,0.009578798,0.308505518,0.170904766,0.359616797,0.175771025
1,0.802336511,0.03951289,0.04933913,0.013313769,0.370690871,0.038550781,0.505122217,0.264049041,0.344638933,0.205158045
1,0.698885988,0.149150828,0.065246566,0.010086341,0.369665771,0.061591374,0.509696444,0.234445912,0.684228744,0.167105992
1,0.91841782,0.045717485,0.135805084,0.07952279,0.327365735,0.014834567,0.513487467,0.203556843,0.319868501,0.302992381
1,0.768624582,0.202679167,0.046364582,0.050296955,0.448819161,0.047786839,0.461326587,0.28294579,0.32382137,0.289079968
1,0.933851704,0.310294365,0.072364525,0.007969963,0.500851145,0.012829806,0.64801379,0.025763836,0.14650511,0.374549163
1,0.947765179,0.151803702,0.018545807,0.054801713,0.711213674,0.002037197,0.261841726,0.090067985,0.061122575,0.106159584
1,0.669543528,0.261751133,0.188850727,0.451056105,0.220058598,0.06824292,0.706506806,0.321391243,0.392721762,0.569525909
1,0.838354109,0.025223579,0.009461372,0.000480405,0.263917969,0.00460166,0.421795237,0.215816442,0.488305594,0.130708917
1,0.945077674,0.028689556,0.061315213,0.010890262,0.349899485,0.000318572,0.474624567,0.129859166,0.276087752,0.274598884
1,0.542747809,0.520077194,0.065457863,0.004104269,0.941041235,0.077922199,0.096793247,0.068089484,0.046457605,0.14862166
1,0.669169556,0.189989221,0.581777598,0.532356915,0.687605003,0.111850314,0.241161273,0.148979976,0.432996715,0.24541105
1,0.803346561,0.243952415,0.202650486,0.01537913,0.788365635,0.015522326,0.417520235,0.236302057,0.51933882,0.127516072
1,0.944373278,0.77996858,0.547635966,0.610214073,0.761437259,0.066122175,0.451758459,0.037774193,0.086280508,0.289587946
1,0.9455801,0.413889512,0.300861162,0.104953754,0.645782383,0.026048887,0.35798714,0.066260168,0.283788398,0.238826876
1,0.950781885,0.511062959,0.550904756,0.751600503,0.64471946,0.093749942,0.16728133,0.104485234,0.09767315,0.352577302
1,0.861705509,0.006615768,0.103851171,0.000938677,0.170518944,0.001155883,0.630193754,0.271891002,0.573273185,0.224926864
1,0.917285967,0.235384456,0.112561807,0.010326208,0.558311561,0.006084354,0.524807224,0.153437181,0.368587901,0.166239933
1,0.895834843,0.194366493,0.082391685,0.005258572,0.588751466,0.00457198,0.661319054,0.094165547,0.303413277,0.33166656
1,0.952940417,0.190454123,0.07062247,0.005669079,0.486674501,0.005071345,0.449586264,0.111037044,0.284650763,0.203226636
1,0.952940417,0.190454123,0.07062247,0.005669079,0.486674501,0.005071345,0.449586264,0.111037044,0.284650763,0.203226636
1,0.965368233,0.198701073,0.507054086,0.029544009,0.645793486,0.000308922,0.194013665,0.154163147,0.10292131,0.0229091
1,0.920754924,0.031652115,0.055184475,0.004980641,0.359532401,0.00059179,0.563518563,0.161224895,0.141841029,0.252613381
1,0.859502439,0.13869716,0.112222562,0.016084981,0.454294577,0.047156569,0.544809901,0.294036537,0.639782236,0.180076042
1,0.971606811,0.340269965,0.087783542,0.026642897,0.585905423,0.003332601,0.563521919,0.078206665,0.190998606,0.11690001
1,0.688604781,0.008936367,0.075140691,0.006810253,0.118539431,0.019744911,0.755108374,0.290067967,0.547312623,0.279477924
1,0.896147353,0.141270577,0.121700944,0.000543783,0.605090121,0.000306068,0.516572177,0.052335092,0.152786087,0.2108398
1,0.820795726,0.044990845,0.480498417,0.183650997,0.388552079,0.028409707,0.467156097,0.305686956,0.395624473,0.365243825
1,0.907251321,0.047766385,0.09461755,0.003231203,0.312268139,0.003488599,0.805892184,0.328062993,0.626454666,0.269755094
1,0.990008131,0.295570401,0.182261266,0.007804561,0.778267206,0.000204861,0.414487009,0.111820092,0.138424146,0.077366607
1,0.923572619,0.603181696,0.747327939,0.076106261,0.582406179,0.012133881,0.251586518,0.016371422,0.04613757,0.104403224
1,0.561968894,0.256723422,0.39770359,0.043135378,0.559770823,0.039956068,0.530285377,0.376419738,0.627771493,0.340624073
1,0.695754826,0.517579644,0.228662791,0.576219528,0.333914929,0.125435677,0.660438618,0.227885993,0.519980221,0.499336635
1,0.630149964,0.145191633,0.185414953,0.24554352,0.351653834,0.067732908,0.410534405,0.236984812,0.402791407,0.195738832
1,0.896959991,0.054888349,0.187312361,0.001804024,0.258781646,0.008437382,0.772615974,0.180599132,0.781283582,0.211258773
1,0.922027984,0.02147314,0.050020569,0.000753468,0.435169345,0.000218501,0.498415727,0.108335125,0.211319028,0.206131726
1,0.719650442,0.045577207,0.22473288,0.013394191,0.383516898,0.004179314,0.541011488,0.308164868,0.471601055,0.266726825
1,0.742119202,0.209657313,0.095845955,0.020961473,0.587758587,0.014554768,0.336189459,0.129481218,0.323932464,0.23728835
1,0.93356646,0.102652944,0.027008286,0.000110735,0.573029598,0.001038417,0.30755757,0.065829745,0.11529718,0.126701726
1,0.92256534,0.026045548,0.187555955,0.03836002,0.186896885,0.002626316,0.604818171,0.191701543,0.297237787,0.287705008
1,0.925426646,0.120723608,0.155681226,0.014449089,0.437043557,0.0052691,0.566373909,0.113807154,0.278736753,0.166805037
1,0.845068319,0.317482991,0.101989578,0.002566359,0.581753661,0.006381702,0.332600779,0.068417252,0.230711735,0.136044335
1,0.914906694,0.038044254,0.020939144,0.092282138,0.285893709,0.004748526,0.3769845,0.140645725,0.270060181,0.194496589
1,0.696414128,0.631490207,0.346721432,0.193385829,0.74266758,0.202275268,0.486394474,0.175289444,0.277506975,0.514545318
1,0.886596487,0.269763429,0.136196025,0.023687966,0.522197779,0.00241574,0.5112533,0.105233824,0.220058337,0.233165149
1,0.841811175,0.042842127,0.146945912,0.006285593,0.233624084,0.004785352,0.544285643,0.239881946,0.421930463,0.163761332
1,0.839028054,0.190309961,0.13410345,0.008164864,0.630915841,0.012705626,0.330662559,0.112507062,0.187077082,0.200238804
1,0.865091619,0.333741337,0.167593918,0.010863515,0.6023394,0.030543774,0.342619054,0.11764435,0.45090875,0.221338164
1,0.938916703,0.030367256,0.072359953,0.006237642,0.224071076,0.000137788,0.734951157,0.064113298,0.169880542,0.319475833
1,0.812612496,0.13668523,0.117275186,0.029800821,0.48516772,0.006251681,0.378248158,0.127784474,0.211066237,0.234197175
1,0.933250894,0.109638876,0.05114137,0.000686213,0.610826999,0.000391268,0.214051851,0.08103746,0.139429224,0.172757591
1,0.920852983,0.013794528,0.166291963,0.033893026,0.174267002,0.001017896,0.681628451,0.26436206,0.311485495,0.60265893
1,0.919032126,0.058536135,0.050251364,0.002085757,0.535562983,0.005114855,0.405644635,0.308918465,0.38122687,0.150775757
1,0.781950758,0.398592788,0.155284666,0.152461184,0.480382907,0.109301702,0.566160095,0.121419976,0.429137448,0.389239668
1,0.814180116,0.035869742,0.103756271,0.027169814,0.275229402,0.018984017,0.400788998,0.176509022,0.419667741,0.259326292
1,0.913642781,0.635120112,0.942144105,0.889553318,0.259428096,0.028880086,0.836410382,0.217692552,0.067401355,0.617941135
1,0.969504697,0.24704245,0.047447578,0.00034941,0.737874971,0.000696677,0.250715277,0.05270167,0.230941346,0.052803404
1,0.786148057,0.725002899,0.54949142,0.214550484,0.892152752,0.102538325,0.191706816,0.043396508,0.14190789,0.139928501
1,0.901280996,0.682235738,0.107348396,0.02603667,0.854832957,0.055092156,0.277917504,0.00424994,0.021315864,0.363220832
1,0.896516323,0.345887407,0.593230841,0.043282328,0.624724012,0.013531673,0.55415719,0.14039787,0.382526615,0.284889838
1,0.918889605,0.130240527,0.273998529,0.03048512,0.550085043,0.003678496,0.54220951,0.1710338,0.480229088,0.167341569
1,0.963195882,0.596149155,0.966466673,0.593779337,0.364569813,0.000121331,0.753132187,0.112613026,0.111313954,0.217739662
1,0.942792627,0.284372508,0.266939242,0.003454029,0.717021153,0.001678719,0.438644431,0.075592876,0.330843989,0.121209872
1,0.971546193,0.758505275,0.381642581,0.568344242,0.799311212,0.030518532,0.226328093,0.016537228,0.008692313,0.249680464
1,0.959207163,0.070646423,0.039283399,0.000347105,0.321980198,0.000855777,0.559298866,0.129825759,0.299534655,0.145105531
1,0.757442448,0.391071676,0.506012798,0.274144471,0.329418748,0.06787653,0.576796558,0.420579157,0.369449521,0.572898374
1,0.906946187,0.328494905,0.051369692,0.000787439,0.846998864,0.0166407,0.212569948,0.048755634,0.27739855,0.019016359
1,0.854446229,0.109758403,0.114187717,0.007158348,0.397201723,0.009643109,0.272646931,0.123314773,0.351995764,0.122351219
1,0.964693503,0.390052808,0.044433189,0.005532624,0.741796805,0.007588437,0.236324075,0.078615308,0.151189266,0.119684455
1,0.924747429,0.333662057,0.02886923,0.002300832,0.620750242,0.008850153,0.301092095,0.101193433,0.236658302,0.077300859
1,0.979248353,0.516866869,0.11376476,0.030137542,0.519969908,0.005103226,0.315548119,0.014228706,0.177509181,0.179107102
1,0.631060877,0.239609167,0.620498701,0.724970617,0.289646082,0.330565366,0.796400795,0.37908705,0.815937164,0.34970247
1,0.723359793,0.141101165,0.046956054,0.011566598,0.602765635,0.013789286,0.153749082,0.148181708,0.264815017,0.057184942
1,0.763829868,0.465532957,0.098912638,0.008328258,0.687136416,0.060636947,0.24857813,0.048300946,0.365616917,0.125010065
1,0.706058265,0.118713586,0.241184245,0.042929428,0.368472846,0.066072623,0.487946365,0.243230458,0.506818922,0.161987402
1,0.92636703,0.090310108,0.009593441,0.020513315,0.389899542,0.002969643,0.259544926,0.089720067,0.197271726,0.125348729
1,0.674317624,0.218149478,0.096894734,0.000323614,0.715480378,0.024567687,0.240577295,0.057268549,0.084909198,0.179308893
1,0.580577511,0.029926921,0.025100604,0.000772681,0.208208199,0.037178772,0.579649141,0.283074565,0.739375248,0.132328867
1,0.394130913,0.156969338,0.013553145,0.046433655,0.483310707,0.090046717,0.474805477,0.317990631,0.499197639,0.411189496
